epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,251.861,0.88552,0.77823,1.45044,0.96928,0.82908,0.9463,0.64856,1.05662,0.75519,1.84123,0.00128742,0.00128742,0.00128742
25,264.485,0.8794,0.74311,1.4508,0.95405,0.91484,0.94731,0.62731,1.1258,0.74425,1.96218,0.00127092,0.00127092,0.00127092
26,276.573,0.87242,0.73543,1.43421,0.95908,0.8988,0.92634,0.62328,1.16298,0.70696,2.00552,0.00125442,0.00125442,0.00125442
27,285.897,0.88739,0.71984,1.43754,0.921,0.89256,0.94694,0.63328,1.11916,0.89418,1.86491,0.00123791,0.00123791,0.00123791
28,297.152,0.82414,0.69068,1.40905,0.94002,0.92309,0.94854,0.63886,1.0974,0.7157,1.9382,0.00122141,0.00122141,0.00122141
29,306.932,0.80449,0.6691,1.39573,0.97783,0.92198,0.95746,0.69612,0.99354,0.63119,1.81286,0.00120491,0.00120491,0.00120491
30,317.244,0.83206,0.66452,1.40304,0.94815,0.89881,0.94838,0.6844,0.97274,0.72181,1.76233,0.0011884,0.0011884,0.0011884
31,326.079,0.8354,0.70861,1.39685,0.76289,0.85167,0.89945,0.63351,1.12032,0.97503,1.98927,0.0011719,0.0011719,0.0011719
32,337.288,0.8312,0.68348,1.4071,0.96391,0.88948,0.95376,0.64833,1.04521,0.74695,1.84122,0.0011554,0.0011554,0.0011554
33,347.008,0.80546,0.6498,1.3905,0.97501,0.89646,0.9551,0.69067,0.94858,0.65583,1.79083,0.00113889,0.00113889,0.00113889
34,354.933,0.84094,0.67984,1.40439,0.94192,0.89937,0.93878,0.65594,1.05131,0.67811,1.76869,0.00112239,0.00112239,0.00112239
35,365.661,0.81275,0.65363,1.39565,0.98661,0.90975,0.96165,0.67411,0.96623,0.64916,1.75169,0.00110589,0.00110589,0.00110589
36,374.787,0.79674,0.64263,1.37467,0.98015,0.91704,0.96131,0.68123,0.93847,0.64521,1.75114,0.00108938,0.00108938,0.00108938
37,384.174,0.79383,0.64889,1.37983,0.94146,0.93131,0.95617,0.71489,0.91575,0.65589,1.70888,0.00107288,0.00107288,0.00107288
38,398.414,0.7857,0.62074,1.37695,0.98461,0.94671,0.96403,0.69016,1.00623,0.62186,1.75548,0.00105638,0.00105638,0.00105638
39,408.133,0.7924,0.61176,1.38717,0.98301,0.92095,0.96303,0.69606,0.97935,0.65085,1.73024,0.00103987,0.00103987,0.00103987
40,421.77,0.80667,0.62996,1.37512,0.96393,0.95257,0.96372,0.70226,1.00189,0.6198,1.72936,0.00102337,0.00102337,0.00102337
41,430.082,0.80174,0.62856,1.38501,0.98293,0.9349,0.96044,0.71879,0.95787,0.62192,1.72899,0.00100687,0.00100687,0.00100687
42,440.9,0.79916,0.63122,1.37862,0.97584,0.91726,0.95883,0.70474,0.93989,0.65907,1.74502,0.000990365,0.000990365,0.000990365
43,452.142,0.74957,0.60779,1.33446,0.9742,0.9034,0.95336,0.70868,0.98833,0.70778,1.8354,0.000973861,0.000973861,0.000973861
44,461.642,0.80681,0.63143,1.40677,0.97967,0.93713,0.96506,0.7179,0.96728,0.57776,1.70623,0.000957358,0.000957358,0.000957358
45,469.739,0.76427,0.58412,1.35044,0.98349,0.94389,0.96519,0.69345,1.00124,0.63597,1.72643,0.000940855,0.000940855,0.000940855
46,478.204,0.76841,0.59282,1.35415,0.96941,0.92739,0.94817,0.69363,0.97983,0.64802,1.74251,0.000924352,0.000924352,0.000924352
47,487.263,0.76832,0.58384,1.35995,0.96285,0.92702,0.95681,0.69216,0.9236,0.60269,1.68742,0.000907848,0.000907848,0.000907848
48,499.644,0.75019,0.56126,1.35299,0.99379,0.91915,0.95323,0.71203,0.89586,0.62991,1.65322,0.000891345,0.000891345,0.000891345
49,507.955,0.72807,0.57891,1.31904,0.94736,0.95458,0.96332,0.71848,0.95399,0.62975,1.74052,0.000874842,0.000874842,0.000874842
50,518.628,0.72186,0.55328,1.32632,0.97661,0.92949,0.96357,0.71955,0.93732,0.56769,1.74621,0.000858338,0.000858338,0.000858338
51,527.989,0.74602,0.54674,1.34059,0.97586,0.93882,0.96305,0.72609,0.9135,0.56358,1.65824,0.000841835,0.000841835,0.000841835
52,538.766,0.71014,0.54347,1.29228,0.98496,0.90734,0.95821,0.73318,0.95155,0.58104,1.72536,0.000825332,0.000825332,0.000825332
53,547.562,0.73758,0.5383,1.3391,0.97783,0.92673,0.95396,0.72907,0.88751,0.60516,1.67111,0.000808828,0.000808828,0.000808828
54,556.703,0.72201,0.54524,1.32659,0.96376,0.93515,0.96054,0.74328,0.92282,0.57781,1.67675,0.000792325,0.000792325,0.000792325
55,564.879,0.73512,0.53831,1.33257,0.98342,0.93557,0.96145,0.74711,0.89714,0.57209,1.64066,0.000775822,0.000775822,0.000775822
56,578.406,0.72903,0.55549,1.31087,0.98458,0.92529,0.96214,0.75671,0.89872,0.5577,1.6635,0.000759318,0.000759318,0.000759318
57,589.743,0.69094,0.52716,1.29565,0.98474,0.94361,0.96592,0.74277,0.90078,0.5372,1.64349,0.000742815,0.000742815,0.000742815
58,598.681,0.69147,0.51185,1.29329,0.98008,0.94671,0.96348,0.73465,0.91454,0.5465,1.67534,0.000726312,0.000726312,0.000726312
59,606.624,0.68001,0.52668,1.2892,0.95013,0.93906,0.96381,0.72438,0.93163,0.58856,1.6814,0.000709809,0.000709809,0.000709809
60,615.481,0.68988,0.53309,1.28842,0.9848,0.94564,0.96648,0.75088,0.87593,0.56138,1.63489,0.000693305,0.000693305,0.000693305
61,623.602,0.6773,0.50055,1.2918,0.94126,0.96246,0.96355,0.75542,0.88345,0.5706,1.63486,0.000676802,0.000676802,0.000676802
62,632.795,0.69264,0.51879,1.30967,0.97822,0.94307,0.96067,0.74592,0.88553,0.58429,1.60701,0.000660299,0.000660299,0.000660299
63,640.795,0.68189,0.53268,1.28034,0.95344,0.94671,0.9563,0.73649,0.84931,0.56048,1.63986,0.000643795,0.000643795,0.000643795
64,649.258,0.63935,0.48844,1.27541,0.97515,0.94959,0.95982,0.74531,0.87685,0.59322,1.62024,0.000627292,0.000627292,0.000627292
65,657.334,0.69672,0.52831,1.29523,0.96907,0.95367,0.96328,0.74378,0.90343,0.54888,1.6599,0.000610789,0.000610789,0.000610789
66,665.399,0.66758,0.52667,1.2843,0.98642,0.93096,0.95853,0.72933,0.8722,0.54526,1.61477,0.000594286,0.000594286,0.000594286
67,674.925,0.67576,0.49963,1.29996,0.9766,0.93096,0.95882,0.74694,0.89705,0.54946,1.64181,0.000577782,0.000577782,0.000577782
68,683.733,0.68555,0.50341,1.28926,0.98264,0.93268,0.96433,0.73244,0.88778,0.58163,1.64332,0.000561279,0.000561279,0.000561279
69,693.22,0.63565,0.48848,1.25712,0.98506,0.93735,0.96697,0.74831,0.89646,0.56994,1.68843,0.000544776,0.000544776,0.000544776
70,701.019,0.64204,0.47222,1.26759,0.97664,0.94122,0.96596,0.75916,0.89552,0.55567,1.64619,0.000528272,0.000528272,0.000528272
71,708.85,0.6535,0.47615,1.26646,0.98163,0.94703,0.96656,0.76672,0.90293,0.53082,1.61126,0.000511769,0.000511769,0.000511769
72,718.695,0.63487,0.481,1.23676,0.97421,0.95065,0.96725,0.75906,0.84877,0.50793,1.60353,0.000495266,0.000495266,0.000495266
73,726.961,0.64672,0.48024,1.26849,0.97986,0.95282,0.96571,0.7527,0.84837,0.52828,1.59465,0.000478762,0.000478762,0.000478762
74,734.754,0.6094,0.46272,1.24175,0.97736,0.9349,0.96318,0.76856,0.84754,0.51295,1.6245,0.000462259,0.000462259,0.000462259
75,742.811,0.63088,0.45533,1.25707,0.97761,0.94277,0.96034,0.75748,0.86992,0.52451,1.65777,0.000445756,0.000445756,0.000445756
76,750.794,0.64637,0.47629,1.26881,0.96052,0.94671,0.96306,0.74799,0.84514,0.51994,1.61597,0.000429253,0.000429253,0.000429253
77,759.212,0.60763,0.44249,1.23926,0.96501,0.95135,0.96354,0.75706,0.82591,0.5445,1.61206,0.000412749,0.000412749,0.000412749
78,767.666,0.59404,0.43864,1.21796,0.97578,0.93884,0.96452,0.7559,0.83017,0.54367,1.60912,0.000396246,0.000396246,0.000396246
79,775.727,0.62742,0.46473,1.23758,0.96673,0.93355,0.96055,0.76927,0.84626,0.50615,1.6019,0.000379743,0.000379743,0.000379743
80,784.995,0.60958,0.45423,1.22387,0.96314,0.94923,0.96579,0.76461,0.82586,0.5053,1.59869,0.000363239,0.000363239,0.000363239
81,794.481,0.62011,0.43704,1.24861,0.98051,0.94671,0.96654,0.77071,0.83072,0.51972,1.61007,0.000346736,0.000346736,0.000346736
82,802.507,0.60884,0.45174,1.23768,0.96995,0.94277,0.96318,0.76769,0.84785,0.52163,1.61979,0.000330233,0.000330233,0.000330233
83,810.409,0.60853,0.4517,1.2384,0.98643,0.95029,0.96254,0.77125,0.82099,0.54489,1.57436,0.000313729,0.000313729,0.000313729
84,818.445,0.60516,0.43741,1.2264,0.96129,0.94815,0.96488,0.76754,0.81397,0.53905,1.54801,0.000297226,0.000297226,0.000297226
85,826.305,0.58283,0.44152,1.20403,0.97643,0.94322,0.96449,0.77301,0.8275,0.53192,1.58318,0.000280723,0.000280723,0.000280723
86,834.779,0.58162,0.43505,1.21543,0.97007,0.94059,0.96651,0.77121,0.84621,0.52118,1.61887,0.00026422,0.00026422,0.00026422
87,843.313,0.57995,0.42951,1.21346,0.96733,0.94277,0.96548,0.77382,0.84567,0.53164,1.62017,0.000247716,0.000247716,0.000247716
88,854.677,0.57066,0.42567,1.19662,0.97776,0.94671,0.96817,0.7753,0.84247,0.51742,1.62618,0.000231213,0.000231213,0.000231213
89,862.71,0.5682,0.42748,1.21918,0.98602,0.94368,0.96682,0.76764,0.8342,0.51354,1.60757,0.00021471,0.00021471,0.00021471
90,870.795,0.58442,0.44502,1.22816,0.98793,0.94277,0.96357,0.75724,0.83188,0.5295,1.6067,0.000198206,0.000198206,0.000198206
91,881.989,0.45716,0.3925,1.24719,0.97801,0.95065,0.96155,0.7507,0.83445,0.4924,1.61683,0.000181703,0.000181703,0.000181703
92,891.039,0.43339,0.32122,1.22013,0.98338,0.945,0.96338,0.74471,0.84546,0.52124,1.63613,0.0001652,0.0001652,0.0001652
93,898.837,0.44876,0.30206,1.24328,0.97096,0.94277,0.95769,0.74044,0.85751,0.53931,1.63717,0.000148696,0.000148696,0.000148696
94,907.155,0.43322,0.30603,1.20079,0.98473,0.94277,0.96203,0.76085,0.81246,0.54718,1.5768,0.000132193,0.000132193,0.000132193
95,915.349,0.3977,0.28382,1.18953,0.97135,0.95015,0.96223,0.76654,0.81751,0.5287,1.56905,0.00011569,0.00011569,0.00011569
96,925.217,0.3957,0.29906,1.18563,0.98202,0.9493,0.964,0.76283,0.8207,0.53687,1.58791,9.91865e-05,9.91865e-05,9.91865e-05
97,933.096,0.39223,0.27929,1.1703,0.98293,0.94907,0.9639,0.7609,0.82485,0.52556,1.60214,8.26832e-05,8.26832e-05,8.26832e-05
98,941.002,0.38839,0.28351,1.18143,0.97914,0.95065,0.96402,0.7588,0.82531,0.52849,1.60709,6.61799e-05,6.61799e-05,6.61799e-05
99,948.856,0.39146,0.28403,1.19729,0.97546,0.95658,0.96388,0.76601,0.82362,0.53576,1.60416,4.96766e-05,4.96766e-05,4.96766e-05
100,956.723,0.40527,0.29067,1.17368,0.97736,0.95313,0.96222,0.77172,0.82931,0.52847,1.60925,3.31733e-05,3.31733e-05,3.31733e-05
